t,x,y,z,dx,dy,dz
4.3,0.41006620569840246,-1.0478801270093228,1.2733579224887015,1.036654356238916,0.43870233485171184,-0.07150858087527467
4.32,0.43070548237742007,-1.0389031327854785,1.271932309408972,1.0271747462511946,0.45894780343705577,-0.0710536766482619
4.34,0.4511512344748249,-1.0295232192833659,1.2705157567100465,1.0173029477611912,0.478992319046462,-0.07060251830329634
4.36,0.47139565935753525,-1.0197444809790304,1.2691081901999959,1.007043118464992,0.49882835348109467,-0.070155052483031
4.38,0.4914310392534736,-1.0095711625754729,1.2677095362742359,0.9963995652377236,0.5184484503445859,-0.06971125209025786
4.4,0.5112497440396374,-0.9990076571240232,1.266319721906898,0.9853767110958813,0.5378452804761338,-0.06927109430985467
4.42,0.5308442340589077,-0.9880585042104927,1.2649386743922777,0.9739792289956561,0.5570114327579532,-0.06883454706807868
4.44,0.5502070634962746,-0.9767283890165399,1.2635663224143456,0.9622118302496325,0.5759397591380875,-0.06840153083140166
4.46,0.5693308824470114,-0.9650221392572499,1.2622025956242213,0.950079394618836,0.5946231553385672,-0.06797202186749729
4.48,0.5882084399622213,-0.9529447237567122,1.2608474241420544,0.9375869260971115,0.613054631665122,-0.06754599610360401
4.5,0.6068325860211117,-0.9405012494943141,1.259500738388261,0.9247395853528104,0.6312272688413998,-0.06712344010050941
4.5200000000000005,0.6251962761861564,-0.9276969622280131,1.2581624696379607,0.9115426602977976,0.6491342590548328,-0.06670427487321007
4.54,0.6432925722006422,-0.9145372416211002,1.2568325506045268,0.8980015521109372,0.6667689232094816,-0.06628846510752595
4.5600000000000005,0.6611146454969477,-0.9010276003641535,1.2555109143646708,0.8841217964005352,0.6841246805109265,-0.06587599044727455
4.58,0.67865577900832,-0.8871736811269515,1.254197494325951,0.8699090433746122,0.701195073380859,-0.06546684356306542
4.6000000000000005,0.695909371380705,-0.8729812562463237,1.2528922243475382,0.8553691256463836,0.7179736922828255,-0.06506095759748831
4.62,0.7128689376362429,-0.8584562233594759,1.2515950399448301,0.8405079277397718,0.7344543237993122,-0.06465828436845555
4.64,0.7295281122115566,-0.8436046038208279,1.250305876991336,0.8253314808117409,0.7506308400258774,-0.06425880729761246
4.66,0.7458806512025105,-0.8284325402024418,1.2490246717936904,0.8098459256450923,0.7664972408446644,-0.06386250174752206
4.68,0.7619204350026259,-0.8129462941747064,1.2477513612625208,0.7940575368005369,0.7820476304322881,-0.06346932853850973
4.7,0.7776414702596136,-0.7971522437221467,1.2464858831710144,0.7779726795115138,0.7972762588990818,-0.06307925122449376
4.72,0.793037892168466,-0.781056880703986,1.245228175871949,0.7615978387204407,0.812177493559453,-0.06269224170769405
4.74,0.8081039670834401,-0.7646668086508803,1.2439781784251123,0.7449396361460856,0.8267458076159855,-0.06230824874528196
4.76,0.822834093428896,-0.7479887391674913,1.2427358309156573,0.7280046965659182,0.8409758883028644,-0.06192725673585642
4.78,0.837222804776929,-0.7310294901535221,1.241501073168195,0.7107998539719205,0.8548624658975328,-0.06154926072813538
4.8,0.8512647717382589,-0.7137959830015346,1.2402738457253246,0.6933320006479349,0.8684004412164867,-0.06117421594866812
4.82,0.8649548040633168,-0.6962952399473645,1.2390540900236078,0.6756081771028164,0.881584816888882,-0.06080206945986788
4.84,0.878287852138431,-0.6785343810182984,1.2378417486509539,0.6576353496743863,0.8944108494651246,-0.06043279104883936
4.86,0.8912590084818929,-0.6605206210096707,1.236636763908958,0.6394207724498031,0.9068737978941073,-0.06006639798600588
4.88,0.9038635104678842,-0.6422612673064678,1.235439078530211,0.6209717067319147,0.9189691229138113,-0.05970284472186904
4.9,0.9160967416132472,-0.6237637166846852,1.2342486361342022,0.6022955231967231,0.930692415277182,-0.059342086945406436
4.92,0.9279542341328967,-0.6050354529026272,1.2330653813682837,0.583399620867155,0.9420394427439973,-0.05898407752308543
4.94,0.9394316679093809,-0.5860840422530027,1.2318892591815296,0.564291522921188,0.9530060940982565,-0.058628831274049276
4.96,0.9505248740421217,-0.5669171318511573,1.2307202144699663,0.5449788270429181,0.9635884087673681,-0.058276318561816254
4.98,0.961229836928939,-0.5475424468689913,1.2295581929703043,0.5254691971106027,0.9737825812950902,-0.05792650007904854
5.0,0.9715426955327063,-0.5279677873390978,1.2284031412315797,0.5057704038789481,0.983584941747381,-0.057579328699901566
5.0200000000000005,0.9814597434106483,-0.5082010244663823,1.227255006645636,0.48589017101618026,0.9929920262190208,-0.05723479212252869
5.04,0.9909774312046666,-0.488250098106215,1.2261137363542054,0.46583634616013114,1.0020004909248144,-0.05689288940245518
5.0600000000000005,1.000092367613742,-0.4681230135194352,1.2249792780871318,0.44561691837578365,1.010607116877324,-0.056553581562099
5.08,1.0088013204908135,-0.44782783819945327,1.2238515802953194,0.4252399090667893,1.0188088580594226,-0.05621683168500624
5.1000000000000005,1.0171012187614268,-0.4273726989992071,1.2227305922752767,0.4047133350386787,1.0266028491516543,-0.05588259993385947
5.12,1.0249891502936976,-0.4067657778577672,1.2216162636462282,0.3840453014855214,1.033986370305822,-0.05555089424483839
5.14,1.032462365998224,-0.38601530982593957,1.2205085440177783,0.3632439587059153,1.0409568629195007,-0.05522168952496287
5.16,1.0395182817692536,-0.3651295800325764,1.2194073837230073,0.3423174948532619,1.047511931845019,-0.05489495234734676
5.18,1.0461544779277987,-0.3441169199264902,1.2183127337520123,0.32127413966401974,1.053649343030493,-0.054570646411377766
5.2,1.0523686997808424,-0.3229857039711111,1.2172245458417081,0.3001220508202067,1.059367048448319,-0.054248748567111704
5.22,1.058158858264327,-0.30174434636606906,1.21614277173315,0.27886969728492517,1.0646630957939305,-0.05392926063662884
